gross_ceded,res_cat,entry_no,val_standard,val_rate,category,total,industrial,ordinary,credit,group
gross,05,0500008,"Industrial Sight and Limb, modified, 2.5%, 33 and later, NB",2.5%,Disability - Active,13000515,811,12999704,NA,NA
gross,05,0500009,"Industrial Sight and Limb, 4.5%, 42-47",4.5%,Disability - Active,1621065,1621065,NA,NA,NA
gross,05,0500010,"Industrial Sight and Limb, modified, 4.5%, 48-64",4.5%,Disability - Active,1377979,1377979,NA,NA,NA
gross,05,0500011,1958 CSO & '52 Dis Study (Per 2) 3.5%,3.5%,Disability - Active,36609,NA,36609,NA,NA
gross,05,0500012,"52 INTERCO DISA, Period 2*, 01 CSO, 4.0%",4.0%,Disability - Active,7090870,NA,7090870,NA,NA
gross,05,0500013,"26 Class (3)*, 41 CSO 2.50%",2.50%,Disability - Active,6385,NA,6385,NA,NA
gross,05,0500014,"26 Class (3)*, 58 CSO 2.75%",2.75%,Disability - Active,260865,NA,260865,NA,NA
gross,05,0500015,"52 INTERCO DISA, Period 2*, 58 CSO, 2.50%",2.50%,Disability - Active,203133,NA,203133,NA,NA
gross,05,0500016,"52 INTERCO DISA, Period 2*, 58 CSO, 2.75%",2.75%,Disability - Active,454718,NA,454718,NA,NA
gross,05,0500017,"52 INTERCO DISA, Period 2*, 58 CSO, 4%",4%,Disability - Active,1620275,NA,1620275,NA,NA
gross,05,0500018,"52 INTERCO DISA, Period 2*, 58 CSO, 4.50%",4.50%,Disability - Active,2320940,NA,2320940,NA,NA
gross,05,0500019,"52 INTERCO DISA, Period 2*, 80 CSO, 4%",4%,Disability - Active,9713306,NA,9713306,NA,NA
gross,05,0500020,"52 INTERCO DISA, Period 2*, 80 CSO, 4.25%",4.25%,Disability - Active,3443,NA,3443,NA,NA
gross,05,0500021,"52 INTERCO DISA, Period 2*, 80 CSO, 4.50%",4.50%,Disability - Active,82040943,NA,82040943,NA,NA
gross,05,0500022,"52 INTERCO DISA, Period 2*, 01 CSO, 3.5% NB",3.5%,Disability - Active,2443781,NA,2443781,NA,NA
gross,05,0500023,"52 INTERCO DISA, Period 2*, 01 CSO, 4.5%",4.5%,Disability - Active,7,NA,7,NA,NA
gross,05,0500024,"2001 CSO, 3.5%",3.5%,Disability - Active,4570,NA,NA,NA,4570
gross,05,0500025,MOD '35-39 INTER-CO '58 CSO 4%,4%,Disability - Active,126060,NA,126060,NA,NA
gross,05,0500026,MOD '35-39 INTER-CO '58 CSO 4.5%,4.5%,Disability - Active,125914,NA,125914,NA,NA
gross,05,0500027,MOD '35-39 INTER-CO '58 CSO 5.5%,5.5%,Disability - Active,5622,NA,5622,NA,NA
gross,05,0500028,MOD '35-39 INTER-CO '58 CSO 6%,6%,Disability - Active,174475,NA,174475,NA,NA
gross,05,0500029,MOD '35-39 INTER-CO '80 CSO 4.5%,4.5%,Disability - Active,190589,NA,190589,NA,NA
gross,05,0500030,MOD '35-39 INTER-CO '80 CSO 5%,5%,Disability - Active,171044,NA,171044,NA,NA
gross,05,0500031,MOD '35-39 INTER-CO '80 CSO 5.5%,5.5%,Disability - Active,410810,NA,410810,NA,NA
gross,05,0500032,MOD '35-39 INTER-CO '80 CSO 6%,6%,Disability - Active,8953,NA,8953,NA,NA
gross,05,0500033,"52 INTERCO DISA, Period 2*, 17 CSO, 3.5%",3.5%,Disability - Active,34,NA,34,NA,NA
gross,06,0600001,"26 Class (3)*, 2.5%, 32-64",2.5%,Disability - Disabled,1841,NA,1841,NA,NA
gross,06,0600002,MOD '30-50 INTER-CO '58 CSO 3%,3%,Disability - Disabled,352178,NA,352178,NA,NA
gross,06,0600003,"52 INTERCO DISA, 30-50 termination rates*, 2.5%, 65 and later, NB",2.5%,Disability - Disabled,272000,NA,272000,NA,NA
gross,06,0600004,"52 INTERCO DISA, 30-50 termination rates, 3%, 31 & prior, cert ben 61 & later, NB",3%,Disability - Disabled,310788,NA,310788,NA,NA
gross,06,0600005,"52 INTERCO DISA, 30-50 termination rates*, 3%, UL, 83 and later",3%,Disability - Disabled,13387189,NA,13387189,NA,NA
gross,06,0600006,"52 INTERCO DISA, 30-50 termination rates, 3.5%, Gr Lf Inc Bn, All Years",3.5%,Disability - Disabled,1849406,NA,NA,NA,1849406
gross,06,0600007,"52 INTERCO DISA, 30-50 termination rates, 4%, Gr Lf Inc Bn 79 & later, NB",4%,Disability - Disabled,8914503,NA,NA,NA,8914503
gross,06,0600008,"52 INTERCO DISA, 30-50 termination rates*, 4.5%, UL",4.5%,Disability - Disabled,29730691,NA,29730691,NA,NA
gross,06,0600009,"64 CDT, 2.5%",2.5%,Disability - Disabled,147088,NA,NA,NA,147088
gross,06,0600010,"70 INTERCO DISA, 3%",3%,Disability - Disabled,632541,NA,NA,NA,632541
gross,06,0600011,"87 CDT, 4.5%,",4.5%,Disability - Disabled,936973,NA,NA,NA,936973
gross,06,0600012,"87 CDT, 5%,",5%,Disability - Disabled,225405,NA,NA,NA,225405
gross,06,0600013,"87 CDT, 5.5%",5.5%,Disability - Disabled,713353,NA,NA,NA,713353
gross,06,0600014,1952 Dis Study (Per 2) 3.5%,3.5%,Disability - Disabled,39922,NA,39922,NA,NA
gross,06,0600015,"70 INTERCO DISA, 3%, GR LF EX DTH BN, all years",3%,Disability - Disabled,1987067,NA,NA,NA,1987067
gross,06,0600016,"70 INTERCO DISA, 3.5%, GR LF EX DTH BN, 78 & prior",3.5%,Disability - Disabled,1256856,NA,NA,NA,1256856
gross,06,0600017,"70 INTERCO DISA, 4%, GR LF EX DTH BN, 79 & later, NB",4%,Disability - Disabled,12484557,NA,NA,NA,12484557
gross,06,0600018,"70 INTERCO DISA, 4.5%, GR LF EX DTH BN, 92 & later, NB",4.5%,Disability - Disabled,4858340,NA,NA,NA,4858340
gross,06,0600019,"70 INTERCO DISA, 5%, GR LF EX DTH BN, 93-94, 97 & later, NB",5%,Disability - Disabled,573728,NA,NA,NA,573728
gross,06,0600020,"70 INTERCO DISA, 5.5%, GR LF EX DTH BN, 88-92",5.5%,Disability - Disabled,590338,NA,NA,NA,590338
gross,06,0600021,"2005 SOA GRP WAIVER (MOD), 3.5%, 78 & prior",3.5%,Disability - Disabled,717764822,NA,NA,NA,717764822
gross,06,0600022,"2005 SOA GRP WAIVER (MOD), 4%, 79 & later, NB",4%,Disability - Disabled,312681566,NA,NA,NA,312681566
gross,06,0600023,"2005 SOA GRP WAIVER (MOD), 4.5%, 92 & later, NB",4.5%,Disability - Disabled,13369709,NA,NA,NA,13369709
gross,06,0600024,"2005 SOA GRP WAIVER (MOD), 6%, 91 & prior",6%,Disability - Disabled,26436513,NA,NA,NA,26436513
gross,06,0600025,"2005 SOA GRP WAIVER (MOD), 4%, UL, 79 & later, NB",4%,Disability - Disabled,20374565,NA,NA,NA,20374565
gross,06,0600026,"2005 SOA GRP WAIVER (MOD), 4.5%, UL, 92 & later, NB",4.5%,Disability - Disabled,155533,NA,NA,NA,155533
gross,06,0600027,"70 INTERCO DISA, 4.5% NSP, SINCE 1995",4.5%,Disability - Disabled,14807843,NA,NA,NA,14807843
gross,06,0600028,"70 INTERCO DISA, 5.0% NSP, 1993-1994",5.0%,Disability - Disabled,113004,NA,NA,NA,113004
gross,06,0600029,"70 INTERCO DISA, 5.5% NSP, 1986-1992",5.5%,Disability - Disabled,123201,NA,NA,NA,123201
gross,06,0600030,"26 Class (3)*, 41 CSO 2.50%",2.50%,Disability - Disabled,6105,NA,6105,NA,NA
gross,06,0600031,"26 Class (3)*, 58 CSO 2.75%",2.75%,Disability - Disabled,96028,NA,96028,NA,NA
gross,06,0600032,"52 INTERCO DISA, Period 2*, 01 CSO, 4%",4%,Disability - Disabled,7400179,NA,7387028,NA,13151
gross,06,0600033,"52 INTERCO DISA, Period 2*, 58 CSO, 2.50%",2.50%,Disability - Disabled,39440,NA,39440,NA,NA
gross,06,0600034,"52 INTERCO DISA, Period 2*, 58 CSO, 2.75%",2.75%,Disability - Disabled,10182860,NA,10182860,NA,NA
gross,06,0600035,"52 INTERCO DISA, Period 2*, 58 CSO, 4%",4%,Disability - Disabled,337863,NA,337863,NA,NA
gross,06,0600036,"52 INTERCO DISA, Period 2*, 58 CSO, 4.50%",4.50%,Disability - Disabled,1686805,NA,1686805,NA,NA
gross,06,0600037,"52 INTERCO DISA, Period 2*, 80 CSO, 2.50%",2.50%,Disability - Disabled,78899,NA,78899,NA,NA
gross,06,0600038,"52 INTERCO DISA, Period 2*, 80 CSO, 4%",4%,Disability - Disabled,6406236,NA,6351198,NA,55038
gross,06,0600039,"52 INTERCO DISA, Period 2*, 80 CSO, 4.25%",4.25%,Disability - Disabled,1195,NA,1195,NA,NA
gross,06,0600040,"52 INTERCO DISA, Period 2*, 80 CSO, 4.50%",4.50%,Disability - Disabled,182846342,NA,180056141,NA,2790201
gross,06,0600041,"01 CSO, 3.5%",3.5%,Disability - Disabled,1958417,NA,NA,NA,1958417
gross,06,0600042,"52 INTERCO DISA, Period 2*, 01 CSO, 3.5%",3.5%,Disability - Disabled,6285315,NA,6285315,NA,NA
gross,06,0600043,"52 INTERCO DISA, Period 2*, 01 CSO, 4.5%",4.5%,Disability - Disabled,31786,NA,31786,NA,NA
gross,06,0600044,MOD '30-50 INTER-CO '58 CSO 4%,4%,Disability - Disabled,430112,NA,430112,NA,NA
gross,06,0600045,MOD '30-50 INTER-CO '58 CSO 4.5%,4.5%,Disability - Disabled,258432,NA,258432,NA,NA
gross,06,0600046,MOD '30-50 INTER-CO '58 CSO 5.5%,5.5%,Disability - Disabled,23007,NA,23007,NA,NA
gross,06,0600047,MOD '30-50 INTER-CO '58 CSO 6%,6%,Disability - Disabled,342418,NA,342418,NA,NA
gross,06,0600048,MOD '30-50 INTER-CO '80 CSO 4.5%,4.5%,Disability - Disabled,546333,NA,546333,NA,NA
gross,06,0600049,MOD '30-50 INTER-CO '80 CSO 5%,5%,Disability - Disabled,419756,NA,419756,NA,NA
gross,06,0600050,MOD '30-50 INTER-CO '80 CSO 5.5%,5.5%,Disability - Disabled,1019251,NA,1019251,NA,NA
gross,06,0600051,MOD '30-50 INTER-CO '80 CSO 6%,6%,Disability - Disabled,11721,NA,11721,NA,NA
gross,06,0600052,"2017 CSO, 3.5%",3.5%,Disability - Disabled,25259,NA,NA,NA,25259
gross,07,0700001,For excess of valuation net premiums over corresponding gross premiums,NA,Miscellaneous,643117925,NA,602452612,NA,40665313
gross,07,0700002,schedule                                                                                                                      ,NA,Miscellaneous,8516249,NA,8516249,NA,NA
gross,07,0700003,"For extra mortality on pol. converted from Grp, computed at 5%, 93 and later",5%,Miscellaneous,106715957,NA,NA,NA,106715957
gross,07,0700004,For non-UL adjustments not included in Section A above,NA,Miscellaneous,395964882,NA,NA,NA,395964882
gross,07,0700005,For UL adjustments not included in Section A above,NA,Miscellaneous,103491001,NA,145272,NA,103345729
gross,07,0700006,For variable life insurance minimum death benefit guarantees,NA,Miscellaneous,30632259,NA,30632259,NA,NA
gross,07,0700007,Earnings enhancement benefits,NA,Miscellaneous,7267,NA,7267,NA,NA
gross,07,0700008,Additional actuarial reserves- Asset/liability analysis,NA,Miscellaneous,217736033,NA,NA,NA,217736033
gross,07,0700009,Variable Annuity Excess Reserve,NA,Miscellaneous,1184445724,NA,1097987717,NA,86458007
gross,07,0700010,"2017 CSO, 3.5%",3.5%,Miscellaneous,9580,NA,9391,NA,189
gross,07,0700011,For extra mortality on policies converted from term,NA,Miscellaneous,23367,NA,23367,NA,NA
ceded,01,0199998,Reinsurance ceded,NA,Life Insurance,-15139610915,-332069267,-14803260082,NA,-4281566
ceded,02,0299998,Reinsurance ceded,NA,Annuities,-864471523,NA,-4314517,NA,-860157006
ceded,04,0499998,Reinsurance ceded,NA,Accidental Death Bens,-15988581,-4962,-15983619,NA,NA
ceded,05,0599998,Reinsurance ceded,NA,Disability - Active,-41649531,-922320,-40727211,NA,NA
ceded,06,0699998,Reinsurance ceded,NA,Disability - Disabled,-58114700,NA,-52867298,NA,-5247402
ceded,07,0799998,Reinsurance ceded,NA,Miscellaneous,-147167522,NA,-147167522,NA,NA
