gross_ceded,res_cat,entry_no,val_standard,val_rate,category,total,industrial,ordinary,credit,group
gross,02,0200154,Annuity Reserves Not Included Elsewhere,NA,Annuities,951622286,NA,127663,NA,951494623
gross,02,0200155,"1994 GAR, 4%, imm & def",4%,Annuities,1672042617,NA,NA,NA,1672042617
gross,02,0200156,"1994 GAR, 3%, imm & def",3%,Annuities,49853439,NA,NA,NA,49853439
gross,02,0200157,"1994 GAR, 3.5%, imm & def",3.5%,Annuities,427019416,NA,NA,NA,427019416
gross,02,0200158,"1994 GAR, 3.75%, imm & def, NB",3.75%,Annuities,737685387,NA,908708,NA,736776679
gross,02,0200159,"Int Only, 2.75%, imm & def",2.75%,Annuities,8065188,NA,NA,NA,8065188
gross,02,0200160,"Int Only, 3.75%, imm & def, NB",3.75%,Annuities,730574140,NA,NA,NA,730574140
gross,02,0200161,"a-2000, Proj AA 4.25%, imm & def, NB",4.25%,Annuities,394583773,NA,47939962,NA,346643811
gross,02,0200162,"a-2000, Proj AA 4.75%, imm & def",4.75%,Annuities,3511319,NA,2103504,NA,1407815
gross,02,0200163,"a-2000, Proj AA 5.50%, imm & def",5.50%,Annuities,62677254,NA,62677254,NA,NA
gross,02,0200164,"a-2000, Proj AA 4.00%, imm & def, NB",4.00%,Annuities,417515826,NA,1158677,NA,416357149
gross,02,0200165,"a-2000, Proj AA 4.50%, imm & def, NB",4.50%,Annuities,32367106,NA,32367106,NA,NA
gross,02,0200166,"1994 GAR, 5%, imm & def",5%,Annuities,402498,NA,NA,NA,402498
gross,02,0200167,"b-2000, Proj AA 4.25%, imm & def",4.25%,Annuities,31676903,NA,NA,NA,31676903
gross,02,0200168,Variable Annuity Base Reserve,NA,Annuities,9806911635,NA,6201170158,NA,3605741477
gross,02,0200169,"83a, Proj D, 4%, imm & def",4%,Annuities,110533268,NA,NA,NA,110533268
gross,02,0200170,"83a, Proj D, 4.25%, imm & def",4.25%,Annuities,120601408,NA,NA,NA,120601408
gross,02,0200171,"83a, Proj D, 4.5%, imm & def",4.5%,Annuities,383848096,NA,NA,NA,383848096
gross,02,0200172,"83a, Proj D, 4.75%, imm & def",4.75%,Annuities,345377851,NA,NA,NA,345377851
gross,02,0200173,"83a, Proj D, 3.5%, imm & def, NB",3.5%,Annuities,152313719,NA,NA,NA,152313719
gross,02,0200174,"83a, Proj D, 3.75%, imm & def, NB",3.75%,Annuities,548593641,NA,NA,NA,548593641
gross,02,0200175,"b-2000, Proj AA 3.5%, imm & def",3.5%,Annuities,2275305,NA,NA,NA,2275305
gross,02,0200176,"b-2000, Proj AA 4%, imm & def",4%,Annuities,13200548,NA,NA,NA,13200548
gross,02,0200177,"b-2000, Proj AA 4.5%, imm & def",4.5%,Annuities,206463388,NA,NA,NA,206463388
gross,02,0200178,"a-2000, Proj AA 3%, imm & def",3%,Annuities,464218869,NA,11916373,NA,452302496
gross,02,0200179,"a-2000, Proj AA 3.5%, imm & def, NB",3.5%,Annuities,447438119,NA,15222347,NA,432215772
gross,02,0200180,"a-2000, Proj AA 3.75%, imm & def, NB",3.75%,Annuities,1126332958,NA,68965525,NA,1057367433
gross,02,0200181,"1994 GAR, 7.25%, imm & def",7.25%,Annuities,215080913,NA,NA,NA,215080913
gross,02,0200182,"1994 GAR, 7.5%, imm & def",7.5%,Annuities,8287552,NA,NA,NA,8287552
gross,02,0200183,"1994 GAR, 7.75%, imm & def",7.75%,Annuities,72457510,NA,NA,NA,72457510
gross,02,0200184,"1994 GAR, 8%, imm & def",8%,Annuities,248557901,NA,NA,NA,248557901
gross,02,0200185,"1994 GAR, 8.5%, imm & def",8.5%,Annuities,8561106,NA,NA,NA,8561106
gross,02,0200186,"1994 GAR, 8.75%, imm & def",8.75%,Annuities,62792333,NA,NA,NA,62792333
gross,02,0200187,"1994 GAR, 9.25%, imm & def",9.25%,Annuities,51373036,NA,NA,NA,51373036
gross,02,0200188,"1994 GAR, 9.5%, imm & def",9.5%,Annuities,4213,NA,NA,NA,4213
gross,02,0200189,"83a, 4.25%, imm & def",4.25%,Annuities,281738739,NA,4952284,NA,276786455
gross,02,0200190,"a-2000, Proj AA 5%, imm & def",5%,Annuities,8716491,NA,NA,NA,8716491
gross,02,0200191,"Int Only, 3.25%, imm & def, NB",3.25%,Annuities,119662866,NA,NA,NA,119662866
gross,02,0200192,"a-2000, Proj AA 3.25%, imm & def",3.25%,Annuities,343883328,NA,62954541,NA,280928787
gross,02,0200193,"1994 GAR, 2.75%, imm & def",2.75%,Annuities,25972111,NA,NA,NA,25972111
gross,02,0200194,"1994 GAR, 3.25%, imm & def",3.25%,Annuities,81585538,NA,NA,NA,81585538
gross,02,0200195,"a-2000, 3.75%, imm & def",3.75%,Annuities,15184451,NA,15184451,NA,NA
gross,02,0200196,"Int Only, 3.00%, imm & def, NB",3.00%,Annuities,23884317,NA,NA,NA,23884317
gross,02,0200197,"a-2000, Proj AA 2.75%, imm & def",2.75%,Annuities,39492580,NA,9590384,NA,29902196
gross,02,0200198,"a-2000, Proj AA 2.50%, imm & def",2.50%,Annuities,35966852,NA,983175,NA,34983677
gross,02,0200199,"83a, Proj D, 3.25%, imm & def, NB",3.25%,Annuities,26781089,NA,NA,NA,26781089
gross,02,0200200,"Int Only, 2.5%, imm & def",2.5%,Annuities,1196249,NA,NA,NA,1196249
gross,02,0200201,"83a, Proj D, 3%, imm & def",3%,Annuities,6930002,NA,NA,NA,6930002
gross,02,0200202,"1994 GAR, .75%, imm & def",.75%,Annuities,626155,NA,NA,NA,626155
gross,02,0200203,"71 GAM, 5%, imm & def",5%,Annuities,54159638,NA,NA,NA,54159638
gross,02,0200204,"1994 GAR, 4.00%, imm & def",4.00%,Annuities,2630785,NA,8,NA,2630777
gross,02,0200205,"83a, Proj MT12UD, 3.5%, imm & def, NB",3.5%,Annuities,52743827,NA,NA,NA,52743827
gross,02,0200206,"83a, Proj MT12UD, 3.75%, imm & def, NB",3.75%,Annuities,489059957,NA,NA,NA,489059957
gross,02,0200207,"83a, Proj MT12UD, 4%, imm & def, NB",4%,Annuities,447023199,NA,NA,NA,447023199
gross,02,0200208,"83a, Proj MT12UD, 4.25%, imm & def, NB",4.25%,Annuities,30325116,NA,NA,NA,30325116
gross,02,0200209,"83a, Proj MT12UD, 4.5%, imm & def, NB",4.5%,Annuities,282874835,NA,NA,NA,282874835
gross,02,0200210,"1994 GAR, 8.25%, imm & def",8.25%,Annuities,25044200,NA,NA,NA,25044200
gross,02,0200211,"a-2012, Proj G2 4%, imm & def",4%,Annuities,23954395,NA,23954395,NA,NA
gross,02,0200212,"a-2000, Proj AA 2.25%, imm & def",2.25%,Annuities,7290746,NA,2513296,NA,4777450
gross,02,0200213,"1994 GAR, 2%, imm & def",2%,Annuities,6689600,NA,NA,NA,6689600
gross,02,0200214,"a-2012, Proj G2 3.5%, imm & def",3.5%,Annuities,58402574,NA,58402574,NA,NA
gross,02,0200215,2012 IAR 3.75% def NB,3.75%,Annuities,31986117,NA,25448919,NA,6537198
gross,02,0200216,"83a, Proj MT12UD, 3.25%, imm & def, NB",3.25%,Annuities,16212932,NA,NA,NA,16212932
gross,02,0200217,"Int Only, 2%, imm & def",2%,Annuities,10319332,NA,NA,NA,10319332
gross,02,0200218,"71 GAM, Proj. D, 6.0%, imm & def",6.0%,Annuities,37979645,NA,NA,NA,37979645
gross,02,0200219,"51 GAM, 2.75%, imm & def",2.75%,Annuities,54571,NA,NA,NA,54571
gross,02,0200220,"71 GAM, 7.75%, imm & def",7.75%,Annuities,63482,NA,NA,NA,63482
gross,02,0200221,"71 GAM, 8.75%, imm & def",8.75%,Annuities,85362,NA,NA,NA,85362
gross,02,0200222,"71 GAM, 13.25%, imm & def",13.25%,Annuities,580534,NA,NA,NA,580534
gross,02,0200223,"a-2012, Proj G2 3.75%, imm & def",3.75%,Annuities,151752,NA,151752,NA,NA
gross,02,0200224,"37 SA*, 3.5%, imm & def",3.5%,Annuities,13851,NA,7740,NA,6111
gross,02,0200225,"1994 GAR, Proj AA, 1.5%",1.5%,Annuities,553365,NA,NA,NA,553365
gross,02,0200226,"1994 GAR, Proj AA, 2.5%",2.5%,Annuities,1097294,NA,NA,NA,1097294
gross,02,0200227,"1994 GAR, Proj AA, 4.75%",4.75%,Annuities,66429580,NA,NA,NA,66429580
gross,02,0200228,"1994 GAR, Proj AA, 5%",5%,Annuities,8257,NA,NA,NA,8257
gross,02,0200229,"51 GAM, Proj C, 5.5%",5.5%,Annuities,54424,NA,NA,NA,54424
gross,02,0200230,"a-2000, Proj AA, 4%",4%,Annuities,593027,NA,NA,NA,593027
gross,02,0200231,2012 IAR 3.25% def NB,3.25%,Annuities,293693,NA,NA,NA,293693
gross,02,0200232,2012 IAR 3.50% def NB,3.50%,Annuities,3525220,NA,NA,NA,3525220
gross,02,0200233,"1994 GAR, 2.5%, imm & def",2.5%,Annuities,100944,NA,NA,NA,100944
gross,02,0200234,"1994 GAR, Proj AA, 2.25%",2.25%,Annuities,55069,NA,NA,NA,55069
gross,02,0200235,"83a, Proj MT12UD, 2.5%, imm & def, NB",2.5%,Annuities,144168,NA,NA,NA,144168
gross,02,0200236,"83a, Proj MT12UD, 3%, imm & def, NB",3%,Annuities,137692,NA,NA,NA,137692
gross,02,0200237,"1994 GAR, Proj AA, 1%",1%,Annuities,1313506,NA,NA,NA,1313506
gross,02,0200238,"a-2000, Proj AA 1.25%, imm & def",1.25%,Annuities,337828,NA,NA,NA,337828
gross,02,0200239,"a-2000, Proj AA 1.5%, imm & def",1.5%,Annuities,8134081,NA,NA,NA,8134081
gross,02,0200240,"a-2000, Proj AA 1.75%, imm & def",1.75%,Annuities,329800,NA,NA,NA,329800
gross,02,0200241,"a-2000, Proj AA 2%, imm & def",2%,Annuities,26765436,NA,NA,NA,26765436
gross,02,0200242,"Int Only, .075%, imm & def",.075%,Annuities,760887,NA,NA,NA,760887
gross,02,0200243,"Int Only, 1.25%, imm & def",1.25%,Annuities,403472,NA,NA,NA,403472
gross,02,0200244,"Int Only, 1.5%, imm & def",1.5%,Annuities,5072260,NA,NA,NA,5072260
gross,02,0200245,"Int Only, 1.75%, imm & def",1.75%,Annuities,447246,NA,NA,NA,447246
gross,02,0200246,"1994 GAR, Proj AA, 1.25%",1.25%,Annuities,494834,NA,NA,NA,494834
gross,03,0300001,"37 SA*, 3.5%, 94 & prior         ",3.5%,Supp Conts with Life Conts,390022,NA,1574,NA,388448
gross,03,0300002,"37 SA*, 4%, 57-88      ",4%,Supp Conts with Life Conts,77601,NA,NA,NA,77601
gross,03,0300003,"a-1949, 3.5%, 69-74       ",3.5%,Supp Conts with Life Conts,72250,166,8261,NA,63823
gross,03,0300004,"a-1949, Modification D, 4%, 94 & prior                 ",4%,Supp Conts with Life Conts,6180768,NA,NA,NA,6180768
gross,03,0300005,"51 GAM, 3.5%, 63-74         ",3.5%,Supp Conts with Life Conts,500675,NA,NA,NA,500675
gross,03,0300006,Modified '55 AMER ANN 3.5%                 ,3.5%,Supp Conts with Life Conts,206283,NA,206283,NA,NA
gross,03,0300007,"71 IAM, Projection B, 4.5%/10/4%, 48-68                     ",4.5%,Supp Conts with Life Conts,58,NA,58,NA,NA
gross,03,0300008,"71 IAM, 6%, 75-79      ",6%,Supp Conts with Life Conts,984862,NA,685979,NA,298883
gross,03,0300009,"71 IAM, Projection B, 7.5%, 80-84               ",7.5%,Supp Conts with Life Conts,229117,NA,NA,NA,229117
gross,03,0300010,"71 GAM, 6%, 75-79        ",6%,Supp Conts with Life Conts,2108677,NA,NA,NA,2108677
gross,03,0300011,"71 GAM, 7.5%, 80-82         ",7.5%,Supp Conts with Life Conts,2405426,NA,NA,NA,2405426
gross,03,0300012,"71 GAM, 9.5%, 83-84         ",9.5%,Supp Conts with Life Conts,1784825,NA,NA,NA,1784825
gross,03,0300013,"83a, 5.5%, 96 and later        ",5.5%,Supp Conts with Life Conts,18289070,NA,18289070,NA,NA
gross,03,0300014,"83a, 5.75%, 93 and later         ",5.75%,Supp Conts with Life Conts,63241,NA,63241,NA,NA
gross,03,0300015,"83a, 6%, 76-79, 94-97        ",6%,Supp Conts with Life Conts,17879859,NA,17867345,NA,12514
gross,03,0300016,"83a, 6.25%, 92 and later         ",6.25%,Supp Conts with Life Conts,846359,NA,846359,NA,NA
gross,03,0300017,"83a, 6.5%, 79-84     ",6.5%,Supp Conts with Life Conts,4017016,NA,4017016,NA,NA
gross,03,0300018,"83a, 6.75%, 96 and later         ",6.75%,Supp Conts with Life Conts,8962643,NA,8941270,NA,21373
gross,03,0300019,"83a, 7%, 79-94    ",7%,Supp Conts with Life Conts,5730494,NA,5681979,NA,48515
gross,03,0300020,"83a, 7.25%, 87 and later         ",7.25%,Supp Conts with Life Conts,4975655,NA,4975655,NA,NA
gross,03,0300021,"83a, 7.5%, 79 and later, NB            ",7.5%,Supp Conts with Life Conts,94548,NA,NA,NA,94548
gross,03,0300022,"83a, 7.75%, 79-92      ",7.75%,Supp Conts with Life Conts,136961,NA,NA,NA,136961
gross,03,0300023,"83a, 8%, 79-91    ",8%,Supp Conts with Life Conts,172965,NA,NA,NA,172965
gross,03,0300024,"83a, 8.25%, 79-91      ",8.25%,Supp Conts with Life Conts,120468,NA,3806,NA,116662
gross,03,0300025,"83a, 8.5%, 85 and later        ",8.5%,Supp Conts with Life Conts,413655,NA,413655,NA,NA
gross,03,0300026,"83a, 8.75%, 79-92      ",8.75%,Supp Conts with Life Conts,138254,NA,NA,NA,138254
gross,03,0300027,"83a, 9.5%, 85   ",9.5%,Supp Conts with Life Conts,171592,NA,NA,NA,171592
gross,03,0300028,"83 GAM, 6%, 91 and later, NB               ",6%,Supp Conts with Life Conts,5012082,NA,NA,NA,5012082
gross,03,0300029,"83 GAM, 6.25%, 88-92, 2000 and later, NB                        ",6.25%,Supp Conts with Life Conts,1042717,NA,NA,NA,1042717
gross,03,0300030,"83 GAM, Projection H, 6.25%, 95 & 98                    ",6.25%,Supp Conts with Life Conts,11424794,NA,NA,NA,11424794
gross,03,0300031,"83 GAM, Projection H, 6.5%, 94               ",6.5%,Supp Conts with Life Conts,3219862,NA,NA,NA,3219862
gross,03,0300032,"83 GAM, Projection H, 6.75%,96 - 97                  ",6.75%,Supp Conts with Life Conts,7749831,NA,NA,NA,7749831
gross,03,0300033,"83 GAM, Projection H, 7%, 93              ",7%,Supp Conts with Life Conts,1983584,NA,NA,NA,1983584
gross,03,0300034,"83 GAM, Projection H, 7.5%, 86-88                 ",7.5%,Supp Conts with Life Conts,5595845,NA,NA,NA,5595845
gross,03,0300035,"83 GAM, Projection H, 7.75%, 92                ",7.75%,Supp Conts with Life Conts,2512947,NA,NA,NA,2512947
gross,03,0300036,"83 GAM, Projection H, 8.25%, 90-91                  ",8.25%,Supp Conts with Life Conts,4729321,NA,NA,NA,4729321
gross,03,0300037,"83 GAM, Projection H, 8.75%, 89                ",8.75%,Supp Conts with Life Conts,2211816,NA,NA,NA,2211816
gross,03,0300038,"83 GAM, Projection H, 9.5%, 85               ",9.5%,Supp Conts with Life Conts,1031564,NA,NA,NA,1031564
gross,03,0300039,"1994 GAR, 6.5%, 2002           ",6.5%,Supp Conts with Life Conts,4133290,NA,NA,NA,4133290
gross,03,0300040,"1994 GAR, 6.75 %, 2001            ",%,Supp Conts with Life Conts,2916641,NA,NA,NA,2916641
gross,03,0300041,"1994 GAR, 7%, 2000          ",7%,Supp Conts with Life Conts,3487832,NA,NA,NA,3487832
gross,03,0300042,"a-2000, 5.5%, imm & def          ",5.5%,Supp Conts with Life Conts,94407057,NA,94407057,NA,NA
gross,03,0300043,"a-2000, 6%, 98-99      ",6%,Supp Conts with Life Conts,12559074,NA,12559074,NA,NA
gross,03,0300044,"a-2000, 6.25%, 98      ",6.25%,Supp Conts with Life Conts,12940881,NA,12940881,NA,NA
gross,03,0300045,"a-2000, 6.5%, imm & def, 01             ",6.5%,Supp Conts with Life Conts,11516976,NA,11516976,NA,NA
gross,03,0300046,"a-2000, 6.75%, imm & def, 01              ",6.75%,Supp Conts with Life Conts,10435800,NA,10435800,NA,NA
gross,03,0300047,"a-2000, 7%, 00    ",7%,Supp Conts with Life Conts,12052671,NA,12052671,NA,NA
gross,03,0300048,"1960 CSG, 3.5%, 72 and prior              ",3.5%,Supp Conts with Life Conts,15011,NA,NA,NA,15011
gross,03,0300049,"1994 GAR, 6%, 2003          ",6%,Supp Conts with Life Conts,14116352,NA,NA,NA,14116352
gross,03,0300050,"71 IAM, 3.5%, 71 and prior           ",3.5%,Supp Conts with Life Conts,8813,NA,NA,NA,8813
gross,03,0300051,"83 GAM, 5%, 93-94, 2007             ",5%,Supp Conts with Life Conts,701637,NA,NA,NA,701637
gross,03,0300052,"37 SA, 4.5%, 80-87       ",4.5%,Supp Conts with Life Conts,801778,NA,NA,NA,801778
gross,03,0300053,"83a, 5.0% ",5.0%,Supp Conts with Life Conts,18914,NA,18914,NA,NA
gross,03,0300054,"71 IAM, Projection B, 5.5%           ",5.5%,Supp Conts with Life Conts,907914,NA,907914,NA,NA
gross,03,0300055,"71 IAM, 5.5%   ",5.5%,Supp Conts with Life Conts,170767,NA,170767,NA,NA
gross,03,0300056,"71 IAM, 4.5%   ",4.5%,Supp Conts with Life Conts,5751,NA,5751,NA,NA
gross,03,0300057,"71 IAM, Projection B, 5.0%           ",5.0%,Supp Conts with Life Conts,2961,NA,2961,NA,NA
gross,03,0300058,"1994 GAR, 5.5%, imm & def, 99                ",5.5%,Supp Conts with Life Conts,23219105,NA,NA,NA,23219105
gross,03,0300059,"a-2000 5.25%, 05      ",5.25%,Supp Conts with Life Conts,66126201,NA,66126201,NA,NA
gross,03,0300060,"1994 GAR, 5.25%, imm & def               ",5.25%,Supp Conts with Life Conts,9848223,NA,NA,NA,9848223
gross,03,0300061,"71 IAM, Projection B, 4%          ",4%,Supp Conts with Life Conts,181072,NA,177948,NA,3124
gross,03,0300062,"a-2000, Proj AA 4.25%, immed & def                   ",4.25%,Supp Conts with Life Conts,48721955,NA,48721955,NA,NA
gross,03,0300063,"a-2000, Proj AA 5.50%, immed & def                   ",5.50%,Supp Conts with Life Conts,42638330,NA,42638330,NA,NA
gross,03,0300064,Variable Annuity Base Reserve               ,NA,Supp Conts with Life Conts,9501183,NA,9501183,NA,NA
gross,03,0300065,"a-2000, Proj AA 3.75%, immed & def                   ",3.75%,Supp Conts with Life Conts,54263492,NA,54263492,NA,NA
gross,03,0300066,"1994 GAR, 4%      ",4%,Supp Conts with Life Conts,10509298,NA,NA,NA,10509298
gross,03,0300067,"a-2000, Proj AA 5%, immed & def                 ",5%,Supp Conts with Life Conts,1006393,NA,1006393,NA,NA
gross,03,0300068,"1994 GAR, 3.5%       ",3.5%,Supp Conts with Life Conts,36905507,NA,NA,NA,36905507
gross,03,0300069,"a-2000, Proj AA 4.5%, immed & def, NB                      ",4.5%,Supp Conts with Life Conts,36039373,NA,36039373,NA,NA
gross,03,0300070,"1994 GAR, 3%, 2012",3%,Supp Conts with Life Conts,149589668,NA,NA,NA,149589668
gross,03,0300071,"a-2000, Proj AA 4%, immed & def, NB",4%,Supp Conts with Life Conts,4780122,NA,4780122,NA,NA
gross,03,0300072,"a-2000, Proj AA 3.5%, immed & def",3.5%,Supp Conts with Life Conts,35549609,NA,35549609,NA,NA
gross,03,0300073,"a-2012, Proj G2 4%, imm & def",4%,Supp Conts with Life Conts,84729869,NA,84729869,NA,NA
gross,03,0300074,"a-2000, Proj AA 3.25%, immed & def",3.25%,Supp Conts with Life Conts,28539401,NA,28539401,NA,NA
gross,03,0300075,"a-2000, Proj AA 2.5%, immed & def",2.5%,Supp Conts with Life Conts,6068,NA,6068,NA,NA
gross,03,0300076,"a-2000, Proj AA 2.75%, immed & def",2.75%,Supp Conts with Life Conts,39058680,NA,39058680,NA,NA
gross,03,0300077,"a-2000, Proj AA 3%, immed & def",3%,Supp Conts with Life Conts,196778,NA,196778,NA,NA
gross,03,0300078,"a-2012, Proj G2 3.5%, imm & def",3.5%,Supp Conts with Life Conts,77149340,NA,77149340,NA,NA
gross,03,0300079,2012 IAR 3.50% deferred NB,3.50%,Supp Conts with Life Conts,605352,NA,605352,NA,NA
gross,03,0300080,2012 IAR 3.75% deferred NB,3.75%,Supp Conts with Life Conts,48704,NA,48704,NA,NA
gross,03,0300081,"a-2012, Proj G2 3.75%, imm & def",3.75%,Supp Conts with Life Conts,119739182,NA,119739182,NA,NA
gross,03,0300082,"a-2012, Proj G2 2.25%, imm & def",2.25%,Supp Conts with Life Conts,18911243,NA,18911243,NA,NA
gross,03,0300083,"83 GAM, 5.5%",5.5%,Supp Conts with Life Conts,84009,NA,72327,NA,11682
gross,03,0300084,"a-1949 Met*, 3.5%",3.5%,Supp Conts with Life Conts,104754,NA,104754,NA,NA
gross,03,0300085,"94 GAM, 4%",4%,Supp Conts with Life Conts,20706046,NA,NA,NA,20706046
gross,03,0300086,"Guarantee Duration, 3%",3%,Supp Conts with Life Conts,4361288,NA,NA,NA,4361288
gross,03,0300087,"Guarantee Duration, 3.5%",3.5%,Supp Conts with Life Conts,3332654,NA,NA,NA,3332654
gross,03,0300088,"Guarantee Duration, 4%",4%,Supp Conts with Life Conts,8774089,NA,NA,NA,8774089
gross,03,0300089,"Guarantee Duration, 6%",6%,Supp Conts with Life Conts,28130,NA,NA,NA,28130
gross,03,0300090,"Reference Period, 2%",2%,Supp Conts with Life Conts,6089342,NA,NA,NA,6089342
gross,03,0300091,"Reference Period, 2.25%",2.25%,Supp Conts with Life Conts,2807868,NA,NA,NA,2807868
gross,03,0300092,"Reference Period, 1.5%",1.5%,Supp Conts with Life Conts,1451798,NA,NA,NA,1451798
gross,03,0300093,"Reference Period, 2.5%",2.5%,Supp Conts with Life Conts,3203347,NA,NA,NA,3203347
gross,03,0300094,"Reference Period, 2.75%",2.75%,Supp Conts with Life Conts,6121529,NA,NA,NA,6121529
gross,03,0300095,"Reference Period, 1.75%",1.75%,Supp Conts with Life Conts,639099,NA,NA,NA,639099
gross,03,0300096,"a-2012, Proj G2.75%, imm & def",2.75%,Supp Conts with Life Conts,488349,NA,488349,NA,NA
gross,03,0300097,"a-2012, Proj G2 1.25%, imm & def",1.25%,Supp Conts with Life Conts,8247361,NA,8247361,NA,NA
gross,03,0300098,"a-2012, Proj G2 1.5%, imm & def",1.5%,Supp Conts with Life Conts,6131767,NA,6131767,NA,NA
gross,03,0300099,"a-2012, Proj G2 1.75%, imm & def",1.75%,Supp Conts with Life Conts,5081774,NA,5081774,NA,NA
gross,03,0300100,"a-2012, Proj G2 2%, imm & def",2%,Supp Conts with Life Conts,4509342,NA,4509342,NA,NA
gross,03,0300101,"a-2012, Proj G2 2.5%, imm & def",2.5%,Supp Conts with Life Conts,13573247,NA,13573247,NA,NA
gross,03,0300102,"a-2012, Proj G2 2.75%, imm & def",2.75%,Supp Conts with Life Conts,9989792,NA,9989792,NA,NA
gross,03,0300103,"a-2012, Proj G2 3%, imm & def",3%,Supp Conts with Life Conts,18310348,NA,18310348,NA,NA
gross,03,0300104,"a-2012, Proj G2 3.25%, imm & def",3.25%,Supp Conts with Life Conts,3754632,NA,3754632,NA,NA
gross,03,0300105,"a-2012, Proj G2 4.25%, imm & def",4.25%,Supp Conts with Life Conts,6307666,NA,6307666,NA,NA
gross,03,0300106,Interest Only 3.75%,3.75%,Supp Conts with Life Conts,1445,NA,1445,NA,NA
gross,03,0300107,"Reference Period, .75%",.75%,Supp Conts with Life Conts,299606,NA,NA,NA,299606
gross,03,0300108,"Reference Period, 1.25%",1.25%,Supp Conts with Life Conts,286794,NA,NA,NA,286794
gross,04,0400001,"26 INTERCO DI, 2.5%, 33-65 (41 IND)",2.5%,Accidental Death Bens,487,487,NA,NA,NA
gross,04,0400002,"26-33 INTERCO DI, 2.5%, 57-60",2.5%,Accidental Death Bens,72775,NA,72775,NA,NA
gross,04,0400003,"59 ADB, 2.5%",2.5%,Accidental Death Bens,2503732,NA,2503732,NA,NA
gross,04,0400004,"59 ADB, 80 CSO 2.5%, 87 and later, NB",2.5%,Accidental Death Bens,3499,NA,3499,NA,NA
gross,04,0400005,"59 ADB, 80 CSO 2.5%, UL",2.5%,Accidental Death Bens,145242,NA,145242,NA,NA
gross,04,0400006,"59 ADB, 3%, 58 and later, NB",3%,Accidental Death Bens,1967611,NA,1967611,NA,NA
gross,04,0400007,"59 ADB, 3%, CRVM, 83",3%,Accidental Death Bens,1290,NA,1290,NA,NA
gross,04,0400008,"59 ADB, 4%",4%,Accidental Death Bens,965382,NA,965382,NA,NA
gross,04,0400009,"INTERCO DI, 2.5%, 48-65",2.5%,Accidental Death Bens,1343106,NA,1343106,NA,NA
gross,04,0400010,"INTERCO DI, 4.5%, 48-64",4.5%,Accidental Death Bens,16128,16128,NA,NA,NA
gross,04,0400011,1958 CSO & 1959 ADB 3.5%,3.5%,Accidental Death Bens,425,NA,425,NA,NA
gross,04,0400012,59 ADB 3.5%,3.5%,Accidental Death Bens,719409,NA,719409,NA,NA
gross,04,0400013,"59 ADB, 4.5%",4.5%,Accidental Death Bens,294337,NA,294337,NA,NA
gross,04,0400014,"2001 CSO, 3.5%",3.5%,Accidental Death Bens,2065,NA,14,NA,2051
gross,04,0400015,26-33 INTERCO DI 4%,4%,Accidental Death Bens,2566,NA,2566,NA,NA
gross,04,0400016,"59 ADB, 5%",5%,Accidental Death Bens,47784,NA,47784,NA,NA
gross,04,0400017,"59 ADB, 5.5%",5.5%,Accidental Death Bens,223169,NA,223169,NA,NA
gross,04,0400018,"59 ADB, 6%",6%,Accidental Death Bens,210754,NA,210754,NA,NA
gross,04,0400019,"59 ADB, 58 CSO, 2.5%",2.5%,Accidental Death Bens,273701,NA,273701,NA,NA
gross,04,0400020,"59 ADB, 58 CSO, 3%",3%,Accidental Death Bens,900590,NA,900590,NA,NA
gross,04,0400021,"59 ADB, 58CSO, 4%",4%,Accidental Death Bens,84208,NA,84208,NA,NA
gross,04,0400022,"59 ADB, 58 CSO, 4.5%",4.5%,Accidental Death Bens,1795060,NA,1795060,NA,NA
gross,04,0400023,"59 ADB, 58 CSO, 6%",6%,Accidental Death Bens,637749,NA,637749,NA,NA
gross,04,0400024,"59 ADB, 80 CSO, 4%",4%,Accidental Death Bens,3130742,NA,3130742,NA,NA
gross,04,0400025,"59 ADB, 80 CSO, 4.5%",4.5%,Accidental Death Bens,14241989,NA,14241989,NA,NA
gross,04,0400026,"59 ADB, 80 CSO, 5%",5%,Accidental Death Bens,3527597,NA,3527597,NA,NA
gross,04,0400027,"59 ADB, 80 CSO, 5.5%",5.5%,Accidental Death Bens,7371378,NA,7371378,NA,NA
gross,04,0400028,"59 ADB, 80 CSO, 6%",6%,Accidental Death Bens,558295,NA,558295,NA,NA
gross,04,0400029,"26 Class (3)*, 41 CSO 2.5%",2.5%,Accidental Death Bens,122656,NA,122656,NA,NA
gross,05,0500001,MOD '35-39 INTER-CO '58 CSO 3%,3%,Disability - Active,124567,NA,124567,NA,NA
gross,05,0500002,MOD '35-39 INTER-CO '80 CSO 4%,4%,Disability - Active,1238,NA,1238,NA,NA
gross,05,0500003,"52 INTERCO DISA, Period 2*, 2.5%",2.5%,Disability - Active,8867,NA,8867,NA,NA
gross,05,0500004,"52 INTERCO DISA, Period 2*, 80 CSO 2.5%, 87 and later, NB",2.5%,Disability - Active,99946,NA,99946,NA,NA
gross,05,0500005,"52 INTERCO DISA, Period 2*, 80 CSO 2.5% UL, 90 and later",2.5%,Disability - Active,208508,NA,208508,NA,NA
gross,05,0500006,"52 INTERCO DISA, Period 2, 3%, 61 and later, NB",3%,Disability - Active,7,NA,7,NA,NA
gross,05,0500007,"91 MET LTCR 5.5%, 91 & Later, NB",5.5%,Disability - Active,212576,NA,212576,NA,NA
